region,product,total_qty,total_revenue,qty_percentage,revenue_percentage
Gujarat,00000000008100018746,0,13664.000000000,0E-9,0E-9
Gujarat,00000000008100021761,0,13662.000000000,0E-9,0E-9
Gujarat,00000000008100017814,0,13662.000000000,0E-9,0E-9
Gujarat,00000000008100011565,0,13659.000000000,0E-9,0E-9
Gujarat,00000000008100001973,0,13658.000000000,0E-9,0E-9
Gujarat,00000000008100019791,0,13657.000000000,0E-9,0E-9
Gujarat,00000000008100011835,0,13657.000000000,0E-9,0E-9
Gujarat,00000000008100019497,0,13656.000000000,0E-9,0E-9
Gujarat,00000000008100001176,0,13655.000000000,0E-9,0E-9
Gujarat,00000000008100010638,0,13652.000000000,0E-9,0E-9
Gujarat,00000000008100022135,0,13651.000000000,0E-9,0E-9
Gujarat,00000000008100012734,0,13650.000000000,0E-9,0E-9
Gujarat,00000000008100009715,0,13650.000000000,0E-9,0E-9
Gujarat,00000000008100011367,0,13648.000000000,0E-9,0E-9
Gujarat,00000000008100003567,0,13640.000000000,0E-9,0E-9
Gujarat,00000000008100010309,0,13636.000000000,0E-9,0E-9
Gujarat,00000000008100011824,0,13635.000000000,0E-9,0E-9
Gujarat,00000000008100016890,0,13635.000000000,0E-9,0E-9
Gujarat,00000000008100014013,0,13635.000000000,0E-9,0E-9
Gujarat,00000000008100022197,0,13634.000000000,0E-9,0E-9
Gujarat,00000000008100008388,0,13634.000000000,0E-9,0E-9
Gujarat,00000000008100021751,0,13632.000000000,0E-9,0E-9
Gujarat,00000000008100022328,0,13629.000000000,0E-9,0E-9
Gujarat,00000000008100018894,0,13629.000000000,0E-9,0E-9
Gujarat,00000000008100021112,0,13629.000000000,0E-9,0E-9
Gujarat,00000000008100006910,0,13624.000000000,0E-9,0E-9
Gujarat,00000000008100022136,0,13624.000000000,0E-9,0E-9
Gujarat,00000000008100016813,0,13624.000000000,0E-9,0E-9
Gujarat,00000000008100012911,0,13622.000000000,0E-9,0E-9
Gujarat,00000000008100010561,0,13621.000000000,0E-9,0E-9
Gujarat,00000000008100009650,0,13620.000000000,0E-9,0E-9
Gujarat,00000000008100012577,0,13617.000000000,0E-9,0E-9
Gujarat,00000000008100012473,0,13615.000000000,0E-9,0E-9
Gujarat,00000000008100022039,0,13615.000000000,0E-9,0E-9
Gujarat,00000000008100019446,0,13612.000000000,0E-9,0E-9
Gujarat,00000000008100001337,0,13611.000000000,0E-9,0E-9
Gujarat,00000000008100011508,0,13611.000000000,0E-9,0E-9
Gujarat,00000000008100010968,0,13611.000000000,0E-9,0E-9
Gujarat,00000000008100020328,0,13611.000000000,0E-9,0E-9
Gujarat,00000000008100010572,0,13609.000000000,0E-9,0E-9
Gujarat,00000000008100019790,0,13605.000000000,0E-9,0E-9
Gujarat,00000000008100002843,0,13600.000000000,0E-9,0E-9
Gujarat,00000000008100000511,0,13596.000000000,0E-9,0E-9
Gujarat,00000000008100011821,0,13596.000000000,0E-9,0E-9
Gujarat,00000000008100011579,0,13596.000000000,0E-9,0E-9
Gujarat,00000000008100010298,0,13596.000000000,0E-9,0E-9
Gujarat,00000000008100011704,0,13596.000000000,0E-9,0E-9
Gujarat,00000000008100012536,0,13596.000000000,0E-9,0E-9
Gujarat,00000000008100010252,0,13596.000000000,0E-9,0E-9
Gujarat,00000000008100012948,0,13594.000000000,0E-9,0E-9
Gujarat,00000000008100017466,0,13593.000000000,0E-9,0E-9
Gujarat,00000000008100007301,0,13592.000000000,0E-9,0E-9
Gujarat,00000000008100017282,0,13592.000000000,0E-9,0E-9
Gujarat,00000000008100005372,0,13590.000000000,0E-9,0E-9
Gujarat,00000000008100011827,0,13583.000000000,0E-9,0E-9
Gujarat,00000000008100021742,0,13582.000000000,0E-9,0E-9
Gujarat,00000000008100016703,0,13580.000000000,0E-9,0E-9
Gujarat,00000000008100012628,0,13580.000000000,0E-9,0E-9
Gujarat,00000000008100018241,0,13579.000000000,0E-9,0E-9
Gujarat,00000000008100012537,0,13579.000000000,0E-9,0E-9
Gujarat,00000000008100011325,0,13579.000000000,0E-9,0E-9
Gujarat,00000000008100010245,0,13579.000000000,0E-9,0E-9
Gujarat,00000000008100017809,0,13576.000000000,0E-9,0E-9
Gujarat,00000000008100011309,0,13576.000000000,0E-9,0E-9
Gujarat,00000000008100002089,0,13574.000000000,0E-9,0E-9
Gujarat,00000000008100014246,0,13574.000000000,0E-9,0E-9
Gujarat,00000000008100022268,0,13573.000000000,0E-9,0E-9
Gujarat,00000000008100003604,0,13572.000000000,0E-9,0E-9
Gujarat,00000000008100011261,0,13572.000000000,0E-9,0E-9
Gujarat,00000000008100017902,0,13572.000000000,0E-9,0E-9
Gujarat,00000000008100021807,0,13570.000000000,0E-9,0E-9
Gujarat,00000000008100017464,0,13565.000000000,0E-9,0E-9
Gujarat,00000000008100017338,0,13565.000000000,0E-9,0E-9
Gujarat,00000000008100011872,0,13564.000000000,0E-9,0E-9
Gujarat,00000000008100021913,0,13564.000000000,0E-9,0E-9
Gujarat,00000000008100018938,0,13560.000000000,0E-9,0E-9
Gujarat,00000000008100010874,0,13554.000000000,0E-9,0E-9
Gujarat,00000000008100006877,0,13554.000000000,0E-9,0E-9
Gujarat,00000000008100010504,0,13551.000000000,0E-9,0E-9
Gujarat,00000000008100009671,0,13550.000000000,0E-9,0E-9
Gujarat,00000000008100010688,0,13547.000000000,0E-9,0E-9
Gujarat,00000000008100018503,0,13545.000000000,0E-9,0E-9
Gujarat,00000000008100010174,0,13540.000000000,0E-9,0E-9
Gujarat,00000000008100020173,0,13539.000000000,0E-9,0E-9
Gujarat,00000000008100000148,0,13539.000000000,0E-9,0E-9
Gujarat,00000000008100022231,0,13535.000000000,0E-9,0E-9
Gujarat,00000000008100017740,0,13535.000000000,0E-9,0E-9
Gujarat,00000000008100010171,0,13535.000000000,0E-9,0E-9
Gujarat,00000000008100016591,0,13535.000000000,0E-9,0E-9
Gujarat,00000000008100011110,0,13535.000000000,0E-9,0E-9
Gujarat,00000000008100012912,0,13535.000000000,0E-9,0E-9
Gujarat,00000000008100017901,0,13535.000000000,0E-9,0E-9
Gujarat,00000000008100010407,0,13535.000000000,0E-9,0E-9
Gujarat,00000000008100020914,0,13535.000000000,0E-9,0E-9
Gujarat,00000000008100011111,0,13535.000000000,0E-9,0E-9
Gujarat,00000000008100018377,0,13535.000000000,0E-9,0E-9
Gujarat,00000000008100019700,0,13535.000000000,0E-9,0E-9
Gujarat,00000000008100010123,0,13535.000000000,0E-9,0E-9
Gujarat,00000000008100012910,0,13535.000000000,0E-9,0E-9
Gujarat,00000000008100011118,0,13535.000000000,0E-9,0E-9
Gujarat,00000000008100007642,0,13534.000000000,0E-9,0E-9
Gujarat,00000000008100000905,0,13531.000000000,0E-9,0E-9
Gujarat,00000000008100011612,0,13529.000000000,0E-9,0E-9
Gujarat,00000000008100010792,0,13528.000000000,0E-9,0E-9
Gujarat,00000000008100010898,0,13528.000000000,0E-9,0E-9
Gujarat,00000000008100013056,0,13528.000000000,0E-9,0E-9
Gujarat,00000000008100001286,0,13527.000000000,0E-9,0E-9
Gujarat,00000000008100013845,0,13527.000000000,0E-9,0E-9
Gujarat,00000000008100022095,0,13525.000000000,0E-9,0E-9
Gujarat,00000000008100016512,0,13522.000000000,0E-9,0E-9
Gujarat,00000000008100022235,0,13521.000000000,0E-9,0E-9
Gujarat,00000000008100009875,0,13520.000000000,0E-9,0E-9
Gujarat,00000000008100017904,0,13519.000000000,0E-9,0E-9
Gujarat,00000000008100022069,0,13517.000000000,0E-9,0E-9
Gujarat,00000000008100017743,0,13517.000000000,0E-9,0E-9
Gujarat,00000000008100013752,0,13515.000000000,0E-9,0E-9
Gujarat,00000000008100010871,0,13514.000000000,0E-9,0E-9
Gujarat,00000000008100018434,0,13514.000000000,0E-9,0E-9
Gujarat,00000000008100013592,0,13508.000000000,0E-9,0E-9
Gujarat,00000000008100011519,0,13508.000000000,0E-9,0E-9
Gujarat,00000000008100005870,0,13507.000000000,0E-9,0E-9
Gujarat,00000000008100020672,0,13507.000000000,0E-9,0E-9
Gujarat,00000000008100019288,0,13507.000000000,0E-9,0E-9
Gujarat,00000000008100011483,0,13506.000000000,0E-9,0E-9
Gujarat,00000000008100014496,0,13506.000000000,0E-9,0E-9
Gujarat,00000000008100001668,0,13500.000000000,0E-9,0E-9
Gujarat,00000000008100004370,0,13500.000000000,0E-9,0E-9
Gujarat,00000000008100010122,0,13500.000000000,0E-9,0E-9
Gujarat,00000000008100008025,0,13500.000000000,0E-9,0E-9
Gujarat,00000000008100021859,0,13500.000000000,0E-9,0E-9
Gujarat,00000000008100007397,0,13500.000000000,0E-9,0E-9
Gujarat,00000000008100002425,0,13500.000000000,0E-9,0E-9
Gujarat,00000000008100005864,0,13500.000000000,0E-9,0E-9
Gujarat,00000000008100003335,0,13500.000000000,0E-9,0E-9
Gujarat,00000000008100009109,0,13500.000000000,0E-9,0E-9
Gujarat,00000000008100013556,0,13496.000000000,0E-9,0E-9
Gujarat,00000000008100014116,0,13494.000000000,0E-9,0E-9
Gujarat,00000000008100009806,0,13491.000000000,0E-9,0E-9
Gujarat,00000000008100022065,0,13489.000000000,0E-9,0E-9
Gujarat,00000000008100010990,0,13487.000000000,0E-9,0E-9
Gujarat,00000000008100018507,0,13486.000000000,0E-9,0E-9
Gujarat,00000000008100010560,0,13486.000000000,0E-9,0E-9
Gujarat,00000000008100021550,0,13485.000000000,0E-9,0E-9
Gujarat,00000000008100016556,0,13483.000000000,0E-9,0E-9
Gujarat,00000000008100001978,0,13476.000000000,0E-9,0E-9
Gujarat,00000000008100020065,0,13476.000000000,0E-9,0E-9
Gujarat,00000000008100010975,0,13476.000000000,0E-9,0E-9
Gujarat,00000000008100017459,0,13472.000000000,0E-9,0E-9
Gujarat,00000000008100016929,0,13471.000000000,0E-9,0E-9
Gujarat,00000000008100011053,0,13468.000000000,0E-9,0E-9
Gujarat,00000000008100002063,0,13464.000000000,0E-9,0E-9
Gujarat,00000000008100018240,0,13461.000000000,0E-9,0E-9
Gujarat,00000000008100011356,0,13460.000000000,0E-9,0E-9
Gujarat,00000000008100010284,0,13460.000000000,0E-9,0E-9
Gujarat,00000000008100014503,0,13460.000000000,0E-9,0E-9
Gujarat,00000000008100014062,0,13455.000000000,0E-9,0E-9
Gujarat,00000000008100017899,0,13455.000000000,0E-9,0E-9
Gujarat,00000000008100011910,0,13454.000000000,0E-9,0E-9
Gujarat,00000000008100012770,0,13448.000000000,0E-9,0E-9
Gujarat,00000000008100014590,0,13448.000000000,0E-9,0E-9
Gujarat,00000000008100018160,0,13448.000000000,0E-9,0E-9
Gujarat,00000000008100022037,0,13444.000000000,0E-9,0E-9
Gujarat,00000000008100010198,0,13444.000000000,0E-9,0E-9
Gujarat,00000000008100022010,0,13444.000000000,0E-9,0E-9
Gujarat,00000000008100010415,0,13443.000000000,0E-9,0E-9
Gujarat,00000000008100017694,0,13440.000000000,0E-9,0E-9
Gujarat,00000000008100014417,0,13437.000000000,0E-9,0E-9
Gujarat,00000000008100003083,0,13436.000000000,0E-9,0E-9
Gujarat,00000000008100010256,0,13433.000000000,0E-9,0E-9
Gujarat,00000000008100007850,0,13433.000000000,0E-9,0E-9
Gujarat,00000000008100010386,0,13432.000000000,0E-9,0E-9
Gujarat,00000000008100013771,0,13431.000000000,0E-9,0E-9
Gujarat,00000000008100008771,0,13430.000000000,0E-9,0E-9
Gujarat,00000000008100021745,0,13426.000000000,0E-9,0E-9
Gujarat,00000000008100014228,0,13422.000000000,0E-9,0E-9
Gujarat,00000000008100012265,0,13420.000000000,0E-9,0E-9
Gujarat,00000000008100019108,0,13414.000000000,0E-9,0E-9
Gujarat,00000000008100000125,0,13412.000000000,0E-9,0E-9
Gujarat,00000000008100012563,0,13412.000000000,0E-9,0E-9
Gujarat,00000000008100010019,0,13412.000000000,0E-9,0E-9
Gujarat,00000000008100010149,0,13407.000000000,0E-9,0E-9
Gujarat,00000000008100007168,0,13406.000000000,0E-9,0E-9
Gujarat,00000000008100011874,0,13406.000000000,0E-9,0E-9
Gujarat,00000000008100020955,0,13403.000000000,0E-9,0E-9
Gujarat,00000000008100013833,0,13402.000000000,0E-9,0E-9
Gujarat,00000000008100021915,0,13398.000000000,0E-9,0E-9
Gujarat,00000000008100010473,0,13397.000000000,0E-9,0E-9
Gujarat,00000000008100010790,0,13392.000000000,0E-9,0E-9
Gujarat,00000000008100009748,0,13390.000000000,0E-9,0E-9
Gujarat,00000000008100011958,0,13390.000000000,0E-9,0E-9
Gujarat,00000000008100018334,0,13389.000000000,0E-9,0E-9
Gujarat,00000000008100010580,0,13388.000000000,0E-9,0E-9
Gujarat,00000000008100017562,0,13386.000000000,0E-9,0E-9
Gujarat,00000000008100011308,0,13386.000000000,0E-9,0E-9
Gujarat,00000000008100018270,0,13383.000000000,0E-9,0E-9
Gujarat,00000000008100010997,0,13383.000000000,0E-9,0E-9
Gujarat,00000000008100012784,0,13379.000000000,0E-9,0E-9
Gujarat,00000000008100011444,0,13377.000000000,0E-9,0E-9
Gujarat,00000000008100012933,0,13373.000000000,0E-9,0E-9
Gujarat,00000000008100022121,0,13373.000000000,0E-9,0E-9
Gujarat,00000000008100010371,0,13363.000000000,0E-9,0E-9
Gujarat,00000000008100021649,0,13359.000000000,0E-9,0E-9
Gujarat,00000000008100009697,0,13359.000000000,0E-9,0E-9
Gujarat,00000000008100003331,0,13358.000000000,0E-9,0E-9
Gujarat,00000000008100000711,0,13358.000000000,0E-9,0E-9
Gujarat,00000000008100022168,0,13351.000000000,0E-9,0E-9
Gujarat,00000000008100007568,0,13351.000000000,0E-9,0E-9
Gujarat,00000000008100014053,0,13350.000000000,0E-9,0E-9
Gujarat,00000000008100014655,0,13350.000000000,0E-9,0E-9
Gujarat,00000000008100011666,0,13349.000000000,0E-9,0E-9
Gujarat,00000000008100009775,0,13347.000000000,0E-9,0E-9
Gujarat,00000000008100011877,0,13345.000000000,0E-9,0E-9
Gujarat,00000000008100011114,0,13340.000000000,0E-9,0E-9
Gujarat,00000000008100018818,0,13337.000000000,0E-9,0E-9
Gujarat,00000000008100012277,0,13336.000000000,0E-9,0E-9
Gujarat,00000000008100011236,0,13332.000000000,0E-9,0E-9
Gujarat,00000000008100005130,0,13332.000000000,0E-9,0E-9
Gujarat,00000000008100001738,0,13332.000000000,0E-9,0E-9
Gujarat,00000000008100014206,0,13330.000000000,0E-9,0E-9
Gujarat,00000000008100011493,0,13329.000000000,0E-9,0E-9
Gujarat,00000000008100012627,0,13327.000000000,0E-9,0E-9
Gujarat,00000000008100017951,0,13327.000000000,0E-9,0E-9
Gujarat,00000000008100012831,0,13325.000000000,0E-9,0E-9
Gujarat,00000000008100011396,0,13325.000000000,0E-9,0E-9
Gujarat,00000000008100010918,0,13324.000000000,0E-9,0E-9
Gujarat,00000000008100011608,0,13322.000000000,0E-9,0E-9
Gujarat,00000000008100011020,0,13322.000000000,0E-9,0E-9
Gujarat,00000000008100016530,0,13320.000000000,0E-9,0E-9
Gujarat,00000000008100009864,0,13317.000000000,0E-9,0E-9
Gujarat,00000000008100017704,0,13316.000000000,0E-9,0E-9
Gujarat,00000000008100017741,0,13313.000000000,0E-9,0E-9
Gujarat,00000000008100012119,0,13313.000000000,0E-9,0E-9
Gujarat,00000000008100011265,0,13313.000000000,0E-9,0E-9
Gujarat,00000000008100007935,0,13312.000000000,0E-9,0E-9
Gujarat,00000000008100005022,0,13312.000000000,0E-9,0E-9
Gujarat,00000000008100009883,0,13311.000000000,0E-9,0E-9
Gujarat,00000000008100016642,0,13310.000000000,0E-9,0E-9
Gujarat,00000000008100012021,0,13308.000000000,0E-9,0E-9
Gujarat,00000000008100010893,0,13308.000000000,0E-9,0E-9
Gujarat,00000000008100021993,0,13308.000000000,0E-9,0E-9
Gujarat,00000000008100007959,0,13302.000000000,0E-9,0E-9
Gujarat,00000000008100016931,0,13300.000000000,0E-9,0E-9
Gujarat,00000000008100000092,0,13300.000000000,0E-9,0E-9
Gujarat,00000000008100003570,0,13300.000000000,0E-9,0E-9
Gujarat,00000000008100020588,0,13299.000000000,0E-9,0E-9
Gujarat,00000000008100011521,0,13296.000000000,0E-9,0E-9
Gujarat,00000000008100014394,0,13296.000000000,0E-9,0E-9
Gujarat,00000000008100008319,0,13294.000000000,0E-9,0E-9
Gujarat,00000000008100018814,0,13292.000000000,0E-9,0E-9
Gujarat,00000000008100002682,0,13291.000000000,0E-9,0E-9
Gujarat,00000000008100011132,0,13285.000000000,0E-9,0E-9
Gujarat,00000000008100017968,0,13282.000000000,0E-9,0E-9
Gujarat,00000000008100008231,0,13282.000000000,0E-9,0E-9
Gujarat,00000000008100011368,0,13282.000000000,0E-9,0E-9
Gujarat,00000000008100012622,0,13280.000000000,0E-9,0E-9
Gujarat,00000000008100011492,0,13280.000000000,0E-9,0E-9
Gujarat,00000000008100000754,0,13280.000000000,0E-9,0E-9
Gujarat,00000000008100012934,0,13279.000000000,0E-9,0E-9
Gujarat,00000000008100011870,0,13278.000000000,0E-9,0E-9
Gujarat,00000000008100006905,0,13274.000000000,0E-9,0E-9
Gujarat,00000000008100010505,0,13274.000000000,0E-9,0E-9
Gujarat,00000000008100010475,0,13272.000000000,0E-9,0E-9
Gujarat,00000000008100002593,0,13272.000000000,0E-9,0E-9
Gujarat,00000000008100012157,0,13271.000000000,0E-9,0E-9
Gujarat,00000000008100021555,0,13271.000000000,0E-9,0E-9
Gujarat,00000000008100018135,0,13267.000000000,0E-9,0E-9
Gujarat,00000000008100001168,0,13266.000000000,0E-9,0E-9
Gujarat,00000000008100017567,0,13262.000000000,0E-9,0E-9
Gujarat,00000000008100020790,0,13261.000000000,0E-9,0E-9
Gujarat,00000000008100021040,0,13260.000000000,0E-9,0E-9
Gujarat,00000000008100016645,0,13259.000000000,0E-9,0E-9
Gujarat,00000000008100021110,0,13259.000000000,0E-9,0E-9
Gujarat,00000000008100010495,0,13258.000000000,0E-9,0E-9
Gujarat,00000000008100014429,0,13256.000000000,0E-9,0E-9
Gujarat,00000000008100011484,0,13256.000000000,0E-9,0E-9
Gujarat,00000000008100012433,0,13255.000000000,0E-9,0E-9
Gujarat,00000000008100021103,0,13255.000000000,0E-9,0E-9
Gujarat,00000000008100009690,0,13253.000000000,0E-9,0E-9
Gujarat,00000000008100002101,0,13249.000000000,0E-9,0E-9
Gujarat,00000000008100007468,0,13244.000000000,0E-9,0E-9
Gujarat,00000000008100012840,0,13242.000000000,0E-9,0E-9
Gujarat,00000000008100022124,0,13241.000000000,0E-9,0E-9
Gujarat,00000000008100011395,0,13241.000000000,0E-9,0E-9
Gujarat,00000000008100012376,0,13239.000000000,0E-9,0E-9
Gujarat,00000000008100004956,0,13236.000000000,0E-9,0E-9
Gujarat,00000000008100012739,0,13236.000000000,0E-9,0E-9
Gujarat,00000000008100004643,0,13236.000000000,0E-9,0E-9
Gujarat,00000000008100011235,0,13234.000000000,0E-9,0E-9
Gujarat,00000000008100012873,0,13234.000000000,0E-9,0E-9
Gujarat,00000000008100017813,0,13234.000000000,0E-9,0E-9
Gujarat,00000000008100018914,0,13233.000000000,0E-9,0E-9
Gujarat,00000000008100010404,0,13230.000000000,0E-9,0E-9
Gujarat,00000000008100011390,0,13228.000000000,0E-9,0E-9
Gujarat,00000000008100020633,0,13227.000000000,0E-9,0E-9
Gujarat,00000000008100021961,0,13227.000000000,0E-9,0E-9
Gujarat,00000000008100021276,0,13226.000000000,0E-9,0E-9
Gujarat,00000000008100013424,0,13224.000000000,0E-9,0E-9
Gujarat,00000000008100003381,0,13223.000000000,0E-9,0E-9
Gujarat,00000000008100002655,0,13222.000000000,0E-9,0E-9
Gujarat,00000000008100011812,0,13221.000000000,0E-9,0E-9
Gujarat,00000000008100005023,0,13220.000000000,0E-9,0E-9
Gujarat,00000000008100002357,0,13220.000000000,0E-9,0E-9
Gujarat,00000000008100019853,0,13220.000000000,0E-9,0E-9
Gujarat,00000000008100013731,0,13219.000000000,0E-9,0E-9
Gujarat,00000000008100010038,0,13216.000000000,0E-9,0E-9
Gujarat,00000000008100011411,0,13215.000000000,0E-9,0E-9
Gujarat,00000000008100020637,0,13214.000000000,0E-9,0E-9
Gujarat,00000000008100004613,0,13213.000000000,0E-9,0E-9
Gujarat,00000000008100019039,0,13213.000000000,0E-9,0E-9
Gujarat,00000000008100012662,0,13213.000000000,0E-9,0E-9
Gujarat,00000000008100010880,0,13211.000000000,0E-9,0E-9
Gujarat,00000000008100018221,0,13210.000000000,0E-9,0E-9
Gujarat,00000000008100018548,0,13208.000000000,0E-9,0E-9
Gujarat,00000000008100018986,0,13207.000000000,0E-9,0E-9
Gujarat,00000000008100010315,0,13207.000000000,0E-9,0E-9
Gujarat,00000000008100004806,0,13207.000000000,0E-9,0E-9
Gujarat,00000000008100019242,0,13205.000000000,0E-9,0E-9
Gujarat,00000000008100012158,0,13200.000000000,0E-9,0E-9
Gujarat,00000000008100013183,0,13200.000000000,0E-9,0E-9
Gujarat,00000000008100001568,0,13200.000000000,0E-9,0E-9
Gujarat,00000000008100013926,0,13198.000000000,0E-9,0E-9
Gujarat,00000000008100017072,0,13196.000000000,0E-9,0E-9
Gujarat,00000000008100012246,0,13193.000000000,0E-9,0E-9
Gujarat,00000000008100011518,0,13192.000000000,0E-9,0E-9
Gujarat,00000000008100017457,0,13191.000000000,0E-9,0E-9
Gujarat,00000000008100001644,0,13190.000000000,0E-9,0E-9
Gujarat,00000000008100008111,0,13186.000000000,0E-9,0E-9
Gujarat,00000000008100013717,0,13185.000000000,0E-9,0E-9
Gujarat,00000000008100014208,0,13182.000000000,0E-9,0E-9
Gujarat,00000000008100012468,0,13181.000000000,0E-9,0E-9
Gujarat,00000000008100010833,0,13179.000000000,0E-9,0E-9
Gujarat,00000000008100007023,0,13177.000000000,0E-9,0E-9
Gujarat,00000000008100002097,0,13175.000000000,0E-9,0E-9
Gujarat,00000000008100022085,0,13175.000000000,0E-9,0E-9
Gujarat,00000000008100005100,0,13174.000000000,0E-9,0E-9
Gujarat,00000000008100010537,0,13172.000000000,0E-9,0E-9
Gujarat,00000000008100012330,0,13170.000000000,0E-9,0E-9
Gujarat,00000000008100003353,0,13167.000000000,0E-9,0E-9
Gujarat,00000000008100011410,0,13163.000000000,0E-9,0E-9
Gujarat,00000000008100011297,0,13160.000000000,0E-9,0E-9
Gujarat,00000000008100000557,0,13160.000000000,0E-9,0E-9
Gujarat,00000000008100007014,0,13160.000000000,0E-9,0E-9
Gujarat,00000000008100004302,0,13159.000000000,0E-9,0E-9
Gujarat,00000000008100012364,0,13158.000000000,0E-9,0E-9
Gujarat,00000000008100022041,0,13156.000000000,0E-9,0E-9
Gujarat,00000000008100014497,0,13155.000000000,0E-9,0E-9
Gujarat,00000000008100010875,0,13154.000000000,0E-9,0E-9
Gujarat,00000000008100012810,0,13154.000000000,0E-9,0E-9
Gujarat,00000000008100011107,0,13150.000000000,0E-9,0E-9
Gujarat,00000000008100014398,0,13148.000000000,0E-9,0E-9
Gujarat,00000000008100017460,0,13145.000000000,0E-9,0E-9
Gujarat,00000000008100022042,0,13145.000000000,0E-9,0E-9
Gujarat,00000000008100020373,0,13144.000000000,0E-9,0E-9
Gujarat,00000000008100001700,0,13143.000000000,0E-9,0E-9
Gujarat,00000000008100021411,0,13143.000000000,0E-9,0E-9
Gujarat,00000000008100005318,0,13141.000000000,0E-9,0E-9
Gujarat,00000000008100012593,0,13140.000000000,0E-9,0E-9
Gujarat,00000000008100011129,0,13139.000000000,0E-9,0E-9
Gujarat,00000000008100005391,0,13136.000000000,0E-9,0E-9
Gujarat,00000000008100012512,0,13136.000000000,0E-9,0E-9
Gujarat,00000000008100013627,0,13130.000000000,0E-9,0E-9
Gujarat,00000000008100012616,0,13130.000000000,0E-9,0E-9
Gujarat,00000000008100020057,0,13130.000000000,0E-9,0E-9
Gujarat,00000000008100013213,0,13130.000000000,0E-9,0E-9
Gujarat,00000000008100012448,0,13130.000000000,0E-9,0E-9
Gujarat,00000000008100013549,0,13130.000000000,0E-9,0E-9
Gujarat,00000000008100010200,0,13128.000000000,0E-9,0E-9
Gujarat,00000000008100000926,0,13123.000000000,0E-9,0E-9
Gujarat,00000000008100012647,0,13121.000000000,0E-9,0E-9
Gujarat,00000000008100020239,0,13117.000000000,0E-9,0E-9
Gujarat,00000000008100002423,0,13110.000000000,0E-9,0E-9
Gujarat,00000000008100009858,0,13109.000000000,0E-9,0E-9
Gujarat,00000000008100017659,0,13106.000000000,0E-9,0E-9
Gujarat,00000000008100012248,0,13105.000000000,0E-9,0E-9
Gujarat,00000000008100011041,0,13104.000000000,0E-9,0E-9
Gujarat,00000000008100011300,0,13104.000000000,0E-9,0E-9
Gujarat,00000000008100014889,1,13100.000000000,0E-9,0E-9
Gujarat,00000000008100021619,0,13098.000000000,0E-9,0E-9
Gujarat,00000000008100017374,0,13096.000000000,0E-9,0E-9
Gujarat,00000000008100017372,0,13095.000000000,0E-9,0E-9
Gujarat,00000000008100016875,0,13093.000000000,0E-9,0E-9
Gujarat,00000000008100017872,0,13092.000000000,0E-9,0E-9
Gujarat,00000000008100011457,0,13089.000000000,0E-9,0E-9
Gujarat,00000000008100009811,0,13088.000000000,0E-9,0E-9
Gujarat,00000000008100018461,0,13088.000000000,0E-9,0E-9
Gujarat,00000000008100003033,0,13088.000000000,0E-9,0E-9
Gujarat,00000000008100001937,0,13088.000000000,0E-9,0E-9
Gujarat,00000000008100011298,0,13086.000000000,0E-9,0E-9
Gujarat,00000000008100001882,0,13085.000000000,0E-9,0E-9
Gujarat,00000000008100009770,0,13082.000000000,0E-9,0E-9
Gujarat,00000000008100011418,0,13078.000000000,0E-9,0E-9
Gujarat,00000000008100012957,0,13078.000000000,0E-9,0E-9
Gujarat,00000000008100021669,0,13077.000000000,0E-9,0E-9
Gujarat,00000000008100003854,0,13075.000000000,0E-9,0E-9
Gujarat,00000000008100017950,0,13073.000000000,0E-9,0E-9
Gujarat,00000000008100001318,0,13072.000000000,0E-9,0E-9
Gujarat,00000000008100019295,0,13068.000000000,0E-9,0E-9
Gujarat,00000000008100011262,0,13068.000000000,0E-9,0E-9
Gujarat,00000000008100011782,0,13067.000000000,0E-9,0E-9
Gujarat,00000000008100011578,0,13065.000000000,0E-9,0E-9
Gujarat,00000000008100011249,0,13065.000000000,0E-9,0E-9
Gujarat,00000000008100020650,0,13062.000000000,0E-9,0E-9
Gujarat,00000000008100011256,0,13062.000000000,0E-9,0E-9
Gujarat,00000000008100018159,0,13061.000000000,0E-9,0E-9
Gujarat,00000000008100010450,0,13061.000000000,0E-9,0E-9
Gujarat,00000000008100014238,0,13054.000000000,0E-9,0E-9
Gujarat,00000000008100013420,0,13052.000000000,0E-9,0E-9
Gujarat,00000000008100010453,0,13052.000000000,0E-9,0E-9
Gujarat,00000000008100012575,0,13052.000000000,0E-9,0E-9
Gujarat,00000000008100011529,0,13049.000000000,0E-9,0E-9
Gujarat,00000000008100012886,0,13049.000000000,0E-9,0E-9
Gujarat,00000000008100012280,0,13044.000000000,0E-9,0E-9
Gujarat,00000000008100011430,0,13039.000000000,0E-9,0E-9
Gujarat,00000000008100010516,0,13039.000000000,0E-9,0E-9
Gujarat,00000000008100013770,0,13033.000000000,0E-9,0E-9
Gujarat,00000000008100004947,0,13030.000000000,0E-9,0E-9
Gujarat,00000000008100009863,0,13024.000000000,0E-9,0E-9
Gujarat,00000000008100011034,0,13020.000000000,0E-9,0E-9
Gujarat,00000000008100007645,0,13020.000000000,0E-9,0E-9
Gujarat,00000000008100008220,0,13019.000000000,0E-9,0E-9
Gujarat,00000000008100012009,0,13019.000000000,0E-9,0E-9
Gujarat,00000000008100018237,0,13019.000000000,0E-9,0E-9
Gujarat,00000000008100018370,0,13017.000000000,0E-9,0E-9
